searchedWord,pronounciations,englishDefinition,partOfSpeech,tags,seeAlso,info
6,"究極の浮力コントロール・ダイブ='きゅうきょくのふりょくコントロール・ダイブ', 究極の浮力コントロールダイブ='きゅうきょくのふりょくコントロールダイブ'",peak performance buoyancy dive,Noun,,,
,,,,,,
7,究極タイガー='no reading provided',Twin Cobra,Wikipedia definition,,,
,,,,,,
8,究極タイガーII='no reading provided',Twin Cobra II,Wikipedia definition,,,
,,,,,,
9,究極!!変態仮面='no reading provided',Kyūkyoku!! Hentai Kamen,Wikipedia definition,,,
,,,,,,
10,究極戦隊ダダンダーン='no reading provided',Monster Maulers,Wikipedia definition,,,
特化,,,,,,
1,特化='とっか',"specialization, specialisation","Noun, Suru verb",,,
宴,,,,,,
1,"宴='うたげ, えん', 讌='うたげ, えん'","party, banquet, feast",Noun,,,
,,,,,,
2,宴会='えんかい',"party, banquet, reception, feast, dinner",Noun,,,
,,Banquet,,,,
,,,,,,
3,宴会場='えんかいじょう',banquet hall,Noun,,,
,,,,,,
4,宴席='えんせき',"banquet, dinner party",Noun,,,
,,,,,,
5,"宴もたけなわ='えんもたけなわ', 宴も酣='えんもたけなわ'","party in full swing, party at its peak","Expression, Noun",,,
,,,,,,
6,"宴楽='えんらく', 燕楽='えんらく'","merrymaking, partying",Noun,,,
,,,,,,
7,宴遊='えんゆう',"drinking party hall, banquet seat","Noun, Suru verb",,,
,,,,,,
8,宴会政治='えんかいせいじ',politicking by wining and dining,Noun,Yojijukugo (four character compound),,
,,,,,,
9,"宴楽='えんがく', 燕楽='えんがく'",Ancient Chinese banquet music,Noun,,,
,,,,,,
10,宴を張る='えんをはる',"to give a dinner party, to hold a banquet","Expression, Godan verb with ru ending",,,
空想,,,,,,
1,空想='くうそう',"daydream, fantasy, fancy, vision","Noun, Suru verb, No-adjective",,,
,,Fantasy (psychology),,,,
,,,,,,
2,空想家='くうそうか',visionary,Noun,,,
,,,,,,
3,空想力='くうそうりょく',(power of) imagination,Noun,,,
,,,,,,
4,空想的社会改良家='くうそうてきしゃかいかいりょうか',utopian,Noun,,,
,,,,,,
5,空想科学小説='くうそうかがくしょうせつ',"science fiction, sci-fi, fantasy fiction",Noun,,,
,,,,,,
6,空想的='くうそうてき',"imaginary, fantastical, visionary, utopian, quixotic, fanciful",Na-adjective,,,
,,,,,,
7,空想的社会主義='くうそうてきしゃかいしゅぎ',utopian socialism,Noun,,科学的社会主義,
,,Utopian socialism,,,,
,,,,,,
8,空想から科学へ='no reading provided',Socialism: Utopian and Scientific,Wikipedia definition,,,
,,,,,,
9,空想天国='no reading provided',Fancy Paradise,Wikipedia definition,,,
,,,,,,
10,空想科学世界ガリバーボーイ='no reading provided',Gulliver Boy,Wikipedia definition,,,
障壁,,,,,,
1,"牆壁='しょうへき', 障壁='しょうへき', 墻壁='しょうへき'","enclosing wall, boundary fence",Noun,,,
,,"obstacle, barrier",,,,
,,,,,,
2,障壁画='しょうへきが',pictures on (room) partitions,Noun,,,
真相,,,,,,
1,真相='しんそう',"truth, real situation",Noun,,,
,,,,,,
2,真相究明='しんそうきゅうめい',"probe into the truth (of the matter), dig into the real facts of the case, get at the root of a matter",Noun,Yojijukugo (four character compound),,
,,,,,,
3,真相調査='しんそうちょうさ',fact-finding,Noun,,,
,,,,,,
4,真相究明委員会='しんそうきゅうめいいいんかい',fact-finding committee,Noun,,,
ずば抜け,,,,,,
1,ずば抜ける='ずばぬける',"to tower above the rest, to be by far the best, to be prominent, to be outstanding, to be a cut above","Ichidan verb, intransitive verb",,,
構造,,,,,,
1,構造='こうぞう',"structure, construction, makeup, framework, organization, pattern",Noun,,,
,,,,,,
2,構造式='こうぞうしき',structural formula,Noun,,,
,,,,,,
3,構造物='こうぞうぶつ',structure,Noun,,,
,,Architectural structure,,,,
,,,,,,
4,構造遺伝子='こうぞういでんし',structural gene,Noun,,,
,,Structural gene,,,,
,,,,,,
5,構造色='こうぞうしょく',structural color,Noun,,,
,,Iridescence,,,,
,,,,,,
6,構造体='こうぞうたい',structure,Noun,,,
,,Object composition,,,,
,,,,,,
7,構造主義='こうぞうしゅぎ',structuralism,"Noun, No-adjective",,,
,,Structuralism,,,,
,,,,,,
8,構造体中央記憶='こうぞうたいちゅうおうきおく',centralized structure store,Noun,Computer terminology,,
,,,,,,
9,構造体保管='こうぞうたいほかん',structure archiving,Noun,Computer terminology,,
,,,,,,
10,構造不況='こうぞうふきょう',structural recession,Noun,,,
心外,,,,,,
1,心外='しんがい',"regrettable, vexing, upsetting","Na-adjective, Noun",,,
,,"unthinkable, wholly unexpected",,,,
,,,,,,
2,心外千万='しんがいせんばん',"being totally upset (by), being completely nonplused (by), being mortified (at), feeling aggrieved (at), finding (it) highly regrettable","Noun, Na-adjective",Yojijukugo (four character compound),,
説法,,,,,,
1,説法='せっぽう',"lecture, sermon, preaching, moralizing, moralising","Noun, Suru verb",Buddhist term,,
殺戮,,,,,,
1,"殺りく='さつりく', 殺戮='さつりく'","slaughter, massacre","Noun, Suru verb",,,
,,,,,,
2,殺戮時代='no reading provided',The Killing Time,Wikipedia definition,,,
,,,,,,
3,殺戮職人芝刈男='no reading provided',The Greenskeeper,Wikipedia definition,,,
戯言,,,,,,
1,"戲言='たわごと, たわこと', 譫言='たわごと, たわこと', たわ言='たわごと, たわこと', 戯言='たわごと, たわこと'","nonsense, silly talk, drivel, rubbish",Noun,,,
,,,,,,
2,"戯れ言='ざれごと, ざれこと, たわむれごと, たわぶれごと', 戯言='ざれごと, ざれこと, たわむれごと, たわぶれごと'","prank, practical joke",Noun,,,
,,,,,,
3,"戲言='ぎげん', 戯言='ぎげん'","joke, jest",Noun,,,
,,,,,,
4,戯言シリーズ='no reading provided',Zaregoto Series,Wikipedia definition,,,
防御,,,,,,
1,"防禦='ぼうぎょ', 防御='ぼうぎょ'","defense, defence, safeguard, protection","Noun, Suru verb, No-adjective",,,
,,Defense,,,,
,,,,,,
2,防御率='ぼうぎょりつ',"earned run average, ERA",Noun,,,
,,Earned run average,,,,
,,,,,,
3,防御部隊='ぼうぎょぶたい',defending forces,Noun,,,
,,,,,,
4,防御率 (ゴールキーパー)='no reading provided',Goals against average,Wikipedia definition,,,
意地悪,,,,,,
1,意地悪='いじわる',"malicious, ill-tempered, unkind","Na-adjective, Noun, Suru verb",,,
,,,,,,
2,意地悪い='いじわるい',"ill-natured, mean, nasty, sadistic, cruel, mean-spirited",I-adjective,,,
解答,,,,,,
1,解答='かいとう',"answer, solution","Noun, Suru verb",,,
,,,,,,
2,解答欄='かいとうらん',answer column (section),Noun,,,
,,,,,,
3,解答用紙='かいとうようし',answer sheet,Noun,,,
連鎖,,,,,,
1,連鎖='れんさ',"chain, chaining, catena, connection","Noun, Suru verb",,,
,,(genetic) linkage,,,,
,,,,,,
2,連鎖反応='れんさはんのう',chain reaction,Noun,,,
,,nuclear chain reaction,,,,
,,,,,,
3,"連鎖球菌='れんさきゅうきん', レンサ球菌='レンサきゅうきん'",streptococcus,"Noun, No-adjective",,,
,,Streptococcus,,,,
,,,,,,
4,連鎖不平衡='れんさふへいこう',linkage disequilibrium,Noun,,,
,,Linkage disequilibrium,,,,
,,,,,,
5,連鎖地図='れんさちず',linkage map,Noun,Biology term,,
,,,,,,
6,連鎖店='れんさてん',chain store,Noun,,,
,,,,,,
7,連鎖群='れんさぐん',linkage group (genetics),Noun,,,
,,,,,,
8,連鎖球菌性咽頭炎='れんさきゅうきんせいいんとうえん',"streptococcal throat infection, strep throat",Noun,,,
,,,,,,
9,連鎖状球菌='れんさじょうきゅうきん',streptococcus,Noun,,,
,,,,,,
10,連鎖倒産='れんさとうさん',"chain-reaction bankruptcy, chain bankruptcy",Noun,,,
案外,,,,,,
1,案外='あんがい',"unexpectedly, surprisingly",Adverb,,,
,,"unexpected, unanticipated, unforeseen, surprising",,,,
改編,,,,,,
1,改編='かいへん',"reorganization, reorganisation","Noun, Suru verb",,,
,,,,,,
2,改編期='かいへんき',time of year when television and radio replace programs (usu. spring and fall),Noun,,,
平凡,,,,,,
1,平凡='へいぼん',"ordinary, common, commonplace, mediocre, unremarkable, undistinguished, uneventful","Na-adjective, Noun",,,
,,,,,,
2,平凡な説='へいぼんなせつ',platitude,Noun,,,
,,,,,,
3,平凡陳腐='へいぼんちんぷ',"commonplace and stale, humdrum and hackneyed","Noun, Na-adjective",Yojijukugo (four character compound),,
御免,,,,,,
1,"御免='ごめん', ご免='ごめん'","your pardon, declining (something), dismissal, permission",Noun,Usually written using kana alone,,
,,Gomen,,,,
,,,,,,
2,"ご免なさい='ごめんなさい', 御免なさい='ごめんなさい'","I beg your pardon, excuse me",Expression,Usually written using kana alone,,
,,,,,,
3,"御免ください='ごめんください', ご免下さい='ごめんください', ご免ください='ごめんください', 御免下さい='ごめんください'",may I come in?,Expression,Usually written using kana alone,,
,,"please forgive me, I'm sorry",,,,
,,,,,,
4,"ご免あそばせ='ごめんあそばせ', 御免あそばせ='ごめんあそばせ', ご免遊ばせ='ごめんあそばせ'",I beg your pardon,Expression,"Usually written using kana alone, Polite (teineigo), Female term or language",,
,,,,,,
5,"ご免被る='ごめんこうむる', ご免蒙る='ごめんこうむる', ご免こうむる='ごめんこうむる', 御免こうむる='ごめんこうむる', 御免被る='ごめんこうむる', 御免蒙る='ごめんこうむる'",to receive permission,"Expression, Godan verb with ru ending",,御免を蒙る,
,,"to leave (with someone's permission), to retire",,,,
,,"to refuse, to beg off doing",,,,
,,,,,,
6,御免を蒙る='ごめんをこうむる',to receive permission,"Expression, Godan verb with ru ending",,,
,,"to leave (with someone's permission), to retire",,,,
,,"to refuse, to beg off doing",,,,
意図,,,,,,
1,意図='いと',"intention, aim, design","Noun, Suru verb",,,
,,,,,,
2,意図的='いとてき',"intentional, on purpose",Na-adjective,,,
,,,,,,
3,意図振戦='no reading provided',Intention tremor,Wikipedia definition,,,
模範,,,,,,
1,模範='もはん',"exemplar, model, example, pattern",Noun,,,
,,,,,,
2,模範的='もはんてき',exemplary,Na-adjective,,,
,,,,,,
3,模範囚='もはんしゅう',"well-behaved (model) prisoner, trusty (trustee)",Noun,,,
,,,,,,
4,模範生='もはんせい',model or exemplary student,Noun,,,
,,,,,,
5,模範演技='もはんえんぎ',"model demonstration, model performance, exhibition",Noun,,,
,,,,,,
6,模範試合='もはんじあい',exhibition match,Noun,,,
咄嗟,,,,,,
1,咄嗟='とっさ',"moment, instant","Noun, No-adjective",Usually written using kana alone,咄嗟に とっさに,
,,,,,,
2,咄嗟に='とっさに',"at once, right away, promptly, on the spur of the moment",Adverb,Usually written using kana alone,,
後日,,,,,,
1,"後日='ごじつ, ごにち'","in the future, another day, later","Adverbial noun, Temporal noun",,,
,,,,,,
2,"後日譚='ごじつだん', 後日談='ごじつだん'","sequel, later development",Noun,,,
,,,,,,
3,後日物語='ごじつものがたり',sequel,Noun,,後日談,
,,,,,,
4,後日に譲る='ごじつにゆずる',to keep (the matter) for another occasion,"Expression, Godan verb with ru ending",,,
測る,,,,,,
1,"測る='はかる', 計る='はかる', 量る='はかる'","to measure, to weigh, to survey, to time (sound, gauge, estimate)","Godan verb with ru ending, Transitive verb",,,
,,"to conjecture, to infer, to surmise",,,,
配置,,,,,,
1,配置='はいち',"arrangement (of resources), deployment, stationing, posting, disposition, configuration, layout","Noun, Suru verb",,,
,,,,,,
2,配置転換='はいちてんかん',"reshuffling, job rotation","Noun, Suru verb",,,
,,,,,,
3,配置薬='はいちやく',"medicine left by a salesman, and paid for when used",Noun,,,
,,,,,,
4,配置図='no reading provided',Deployment diagram,Wikipedia definition,,,
,,,,,,
5,配置状態関数='no reading provided',Configuration state function,Wikipedia definition,,,
,,,,,,
6,配置間相互作用='no reading provided',Configuration interaction,Wikipedia definition,,,
衝突,,,,,,
1,衝突='しょうとつ',"collision, crash, running into","Noun, Suru verb",,,
,,"conflict, quarrel, clashing",,,,
,,Collision,,,,
,,,,,,
2,衝突 (計算機科学)='no reading provided',Collision (computer science),Wikipedia definition,,,
,,,,,,
3,衝突痕='しょうとつこん',impact mark,Noun,,,
,,,,,,
4,衝突検出='しょうとつけんしゅつ',"collision detection, CD",Noun,Computer terminology,,
,,,,,,
5,衝突器='しょうとつき',collider,Noun,,コライダー,
,,,,,,
6,衝突型加速器='しょうとつがたかそくき',"colliding-beam accelerator, (particle) collider accelerator",Noun,,,
,,,,,,
7,衝突回避 (宇宙開発)='no reading provided',Collision avoidance (spacecraft),Wikipedia definition,,,
,,,,,,
8,衝突衝撃緩衝具='no reading provided',Impact attenuator,Wikipedia definition,,,
,,,,,,
9,衝突する宇宙='no reading provided',Worlds in Collision,Wikipedia definition,,,
,,,,,,
10,衝突径数='no reading provided',Impact parameter,Wikipedia definition,,,
虚勢,,,,,,
1,虚勢='きょせい',bluff,Noun,,,
,,,,,,
2,虚勢を張る='きょせいをはる',"to bluff, to act brave","Expression, Godan verb with ru ending",,,
職業,,,,,,
1,職業='しょくぎょう',"occupation, business","Noun, No-adjective",,,
,,Job (role),,,,
,,,,,,
2,職業柄='しょくぎょうがら',"due to the nature of one's job, because of one's line of work",Adverbial noun,,,
,,,,,,
3,職業病='しょくぎょうびょう',occupational disease,Noun,,,
,,Occupational disease,,,,
,,,,,,
4,職業意識='しょくぎょういしき',professional sense,Noun,,,
,,,,,,
5,職業安定所='しょくぎょうあんていじょ',Public Employment Security Office,Proper noun,Abbreviation,公共職業安定所,
,,,,,,
6,職業教育='しょくぎょうきょういく',"professional education, vocational training",Noun,,,
,,Vocational education,,,,
,,,,,,
7,職業団体='しょくぎょうだんたい',trade association,Noun,,,
,,,,,,
8,職業人='しょくぎょうじん',"professional, careerman, worker",Noun,,,
,,,,,,
9,職業婦人='しょくぎょうふじん',career woman,Noun,,,
,,,,,,
10,職業倫理='しょくぎょうりんり',professional ethics,Noun,,,
貪欲,,,,,,
1,"貪慾='どんよく, とんよく, たんよく', 貪欲='どんよく, とんよく, たんよく'","avarice, greed, covetousness","Na-adjective, Noun",,,
,,raga (desire),,,,
,,,,,,
2,貪欲法='どんよくほう',greedy algorithm,Noun,Mathematics,欲張り法,
,,Greedy algorithm,,,,
干渉,,,,,,
1,干渉='かんしょう',"interference, intervention, meddling","Noun, Suru verb",,,
,,,,,,
2,干渉 (物理学)='no reading provided',Interference (wave propagation),Wikipedia definition,,,
,,,,,,
3,干渉法='かんしょうほう',interferometry,Noun,,,
,,Interferometry,,,,
,,,,,,
4,干渉性='かんしょうせい',coherence,"Noun, No-adjective",,,
,,,,,,
5,干渉電力='かんしょうでんりょく',interference power,Noun,Computer terminology,,
,,,,,,
6,干渉計='かんしょうけい',interferometer,Noun,,,
,,,,,,
7,干渉的='かんしょうてき',coherent,Na-adjective,Physics terminology,コヒーレント,
,,"interfering, meddlesome, intrusive",,,,
,,,,,,
8,干渉信号='かんしょうしんごう',interference signal,Noun,Computer terminology,,
,,,,,,
9,干渉縞='かんしょうじま',interference fringes,Noun,,,
展開,,,,,,
1,展開='てんかい',"development, evolution, progressing, unfolding","Noun, Suru verb",,,
,,"expansion, spreading out, extending, deployment, building up",,,,
,,expansion,,,,
,,"extraction (e.g. files), decompression, unpacking",,,,
,,,,,,
2,展開 (軍事)='no reading provided',Military deployment,Wikipedia definition,,,
,,,,,,
3,展開図='てんかいず',"development, expansion plan, interior elevation",Noun,,,
,,"net (of a polyhedron), development",,,,
,,Net (polyhedron),,,,
,,,,,,
4,展開結果='てんかいけっか',"result of an expansion (filename, e.g.)",Noun,Computer terminology,,
,,,,,,
5,展開型ゲーム='no reading provided',Extensive-form game,Wikipedia definition,,,
雑技,,,,,,
1,"雑技='ざつぎ', 雑伎='ざつぎ'","performing arts, acrobatics",Noun,,,
技術,,,,,,
1,技術='ぎじゅつ',"technology, engineering",Noun,,,
,,"technique, skill",,,,
,,"art, craft",,,,
,,,,,,
2,技術者='ぎじゅつしゃ',"engineer, technical expert, technician, craftsperson",Noun,,,
,,Engineer,,,,
,,,,,,
3,技術的='ぎじゅつてき',"technical, practical",Na-adjective,,,
,,,,,,
4,技術革新='ぎじゅつかくしん',technological innovation,Noun,,,
,,,,,,
5,技術的解決策='ぎじゅつてきかいけつさく',"technological solution, technical answer",Noun,,,
,,,,,,
6,技術士='ぎじゅつし',consulting engineer,Noun,,,
,,Regulation and licensure in engineering,,,,
,,,,,,
7,技術協力='ぎじゅつきょうりょく',technical cooperation,Noun,,,
,,,,,,
8,技術交換='ぎじゅつこうかん',technology exchange,Noun,Computer terminology,,
,,,,,,
9,技術原稿='ぎじゅつげんこう',"technical paper, technical manuscript",Noun,Computer terminology,,
,,,,,,
10,技術仕様書='ぎじゅつしようしょ',technical specification,Noun,Computer terminology,,
愛憎,,,,,,
1,愛憎='あいぞう',"love and hate, likes and dislikes","Na-adjective, Noun, No-adjective",,,
,,,,,,
2,愛憎併存='あいぞうへいそん',ambivalence,Noun,,,
怪盗,,,,,,
1,怪盗='かいとう',"mysterious thief, phantom thief",Noun,,,
,,,,,,
2,怪盗カルメンサンディエゴ='no reading provided',Where on Earth Is Carmen Sandiego?,Wikipedia definition,,,
,,,,,,
3,怪盗紳士ルパン='no reading provided',"Arsène Lupin, Gentleman Burglar",Wikipedia definition,,,
,,,,,,
4,怪盗セイント・テール='no reading provided',Saint Tail,Wikipedia definition,,,
,,,,,,
5,怪盗スライ・クーパー='no reading provided',Sly Cooper,Wikipedia definition,,,
,,,,,,
6,怪盗ロワイヤル='no reading provided',Kaitō Royale,Wikipedia definition,,,
,,,,,,
7,怪盗グルーの月泥棒 3D='no reading provided',Despicable Me,Wikipedia definition,,,
,,,,,,
8,怪盗ワリオ・ザ・セブン='no reading provided',Wario: Master of Disguise,Wikipedia definition,,,
妄想,,,,,,
1,"妄想='もうそう, ぼうそう', 盲想='もうそう, ぼうそう'","wild idea, delusion","Noun, Suru verb",,,
,,Delusion,,,,
,,,,,,
2,妄想症='もうそうしょう',paranoia,Noun,,,
,,,,,,
3,妄想癖='もうそうへき',"day-dreamer, fantasist",Noun,"Colloquialism, Sensitive",,
,,,,,,
4,妄想統覚劇='no reading provided',Mōsō Tōkakugeki,Wikipedia definition,,,
,,,,,,
5,妄想科学シリーズ ワンダバスタイル='no reading provided',Wandaba Style,Wikipedia definition,,,
,,,,,,
6,妄想性パーソナリティ障害='no reading provided',Paranoid personality disorder,Wikipedia definition,,,
,,,,,,
7,妄想代理人='no reading provided',Paranoia Agent,Wikipedia definition,,,
,,,,,,
8,妄想格外劇='no reading provided',Mousou Kakugaigeki,Wikipedia definition,,,
,,,,,,
9,妄想少女オタク系='no reading provided',Fujoshi Rumi,Wikipedia definition,,,
思わず,,,,,,
1,思わず='おもわず',"unintentionally, reflexively, spontaneously, involuntarily, instinctively",Adverb,,,
,,,,,,
2,"思わずしらず='おもわずしらず', 思わず知らず='おもわずしらず'","without noticing, before one realizes, before one is aware of",Expression,,,
真似事,,,,,,
1,"まね事='まねごと', 真似事='まねごと'","sham, make-believe, mere form",Noun,,,
没交渉,,,,,,
1,"没交渉='ぼっこうしょう, ぼつこうしょう'","lack of relation (to), independence (of)","Na-adjective, Noun",,,
奇術,,,,,,
1,奇術='きじゅつ',"magic, conjuring, sleight of hand, legerdemain",Noun,,,
,,Magic (illusion),,,,
,,,,,,
2,奇術師='きじゅつし',"conjurer, magician, illusionist",Noun,,,
,,,,,,
3,奇術師フーディーニ 〜妖しき幻想〜='no reading provided',Death Defying Acts,Wikipedia definition,,,
,,,,,,
4,奇術師 (小説)='no reading provided',The Prestige,Wikipedia definition,,,
,,,,,,
5,奇術探偵ジョナサン・クリーク='no reading provided',Jonathan Creek,Wikipedia definition,,,
驚愕,,,,,,
1,"驚がく='きょうがく', 驚愕='きょうがく'","surprise, fright, shock, amazement, astonishment","Noun, Suru verb",,,
,,Surprise (emotion),,,,
候補,,,,,,
1,候補='こうほ',"candidate, contender, prospect, pick, choice, list",Noun,,,
,,"candidacy, candidature, nomination",,,,
,,,,,,
2,候補者='こうほしゃ',"candidate, applicant",Noun,,,
,,,,,,
3,候補者名簿='こうほしゃめいぼ',"list of candidates, slate, list of nominees",Noun,,,
,,,,,,
4,候補化合物='こうほかごうぶつ',(pharmaceutical) candidate compound,Noun,,,
,,,,,,
5,候補地='こうほち',"proposed site, site chosen",Noun,,,
,,,,,,
6,候補生='こうほせい',cadet,Noun,,,
,,,,,,
7,候補者を立てる='こうほしゃをたてる',to put up a candidate,"Expression, Ichidan verb",,,
,,,,,,
8,候補デスクリプタ='こうほデスクリプタ',candidate descriptor,Noun,Computer terminology,,
,,,,,,
9,候補キー='no reading provided',Candidate key,Wikipedia definition,,,
固定,,,,,,
1,固定='こてい',"fixation, fixing (e.g. salary, capital)","Noun, Suru verb, No-adjective",,,
,,fixed handle,,,,
,,Fixation,,,,
,,,,,,
2,固定費='こていひ',fixed cost,Noun,,,
,,,,,,
3,固定資産='こていしさん',fixed assets,Noun,,,
,,,,,,
4,固定票='こていひょう',"solid (an assured, a safe) vote, solid (assured) support",Noun,,,
,,,,,,
5,固定観念='こていかんねん',"fixed idea, idee fixe, stereotype, prejudice","Noun, No-adjective",Yojijukugo (four character compound),,
,,,,,,
6,固定費用='こていひよう',fixed cost,Noun,,"固定費, 不変費用",
,,Fixed cost,,,,
,,,,,,
7,固定相場制='こていそうばせい',fixed exchange rate system,Noun,"Economics term, Abbreviation",固定為替相場制,
,,Fixed exchange rate,,,,
,,,,,,
8,固定資産税='こていしさんぜい',"real estate tax, fixed assets tax, property tax, rates",Noun,,,
,,Property tax,,,,
,,,,,,
9,固定小数点数='こていしょうすうてんすう',fixed-point data,Noun,Computer terminology,,
,,Fixed-point arithmetic,,,,
,,,,,,
10,固定子='こていし',stator (elec.),Noun,,,
,,Stator,,,,
奇行,,,,,,
1,奇行='きこう',"eccentricity, eccentric behaviour",Noun,,,
一旦,,,,,,
1,一旦='いったん',once,Adverb,Usually written using kana alone,,
,,"for a short time, briefly, temporarily",,,,
,,one morning,,,,
,,Ittan,,,,
,,,,,,
2,一旦緩急='いったんかんきゅう',"(when) danger threatens, should an emergency occur",Expression,Yojijukugo (four character compound),,
問答,,,,,,
1,問答='もんどう',"questions and answers, dialogue","Noun, Suru verb",,,
,,,,,,
2,問答法='もんどうほう',"dialectic, dialectics",Noun,,弁証法,
,,Dialogue,,,,
,,,,,,
3,問答無益='もんどうむえき',"there being no use in arguing (about it), being stone-deaf to someone's appeals",Noun,Yojijukugo (four character compound),,
,,,,,,
4,問答無用='もんどうむよう',there being no use in arguing (about it),Noun,Yojijukugo (four character compound),,
景色,,,,,,
1,"景色='けしき, けいしょく'","scenery, scene, landscape","Noun, No-adjective",,,
掃き溜め,,,,,,
1,"掃き溜め='はきだめ', 掃溜='はきだめ', 掃溜め='はきだめ'","rubbish heap, garbage dump",Noun,,,
,,,,,,
2,掃き溜めに鶴='はきだめにつる',a jewel in a dunghill,Expression,,,
,,,,,,
3,掃き溜めを漁る='はきだめをあさる',"to rummage a dustbin, to pick a garbage dump","Expression, Godan verb with ru ending",,,
己,,,,,,
1,"己='おれ', 俺='おれ, おらあ, おり'","I, me","Pronoun, No-adjective",Male term or language,,
,,,,,,
2,"己れ='おのれ', 己='おのれ'","oneself (itself, etc.)","Pronoun, No-adjective",Archaism,,
,,"I, me",,,,
,,you,,,,
,,"by oneself (itself, etc.)",,,,
,,interjection expressing anger or chagrin,,,,
,,,,,,
3,"己='おら, うら'","I, me",Pronoun,"Usually written using kana alone, Male term or language, Archaism",俺 おれ,
,,,,,,
4,"己='おどれ, おんどれ'",you,"Pronoun, No-adjective","Usually written using kana alone, Derogatory",おのれ,
,,,,,,
5,"己='き, つちのと'","6th in rank, sixth sign of the Chinese calendar",Noun,,,
,,Ki,,,,
,,,,,,
6,"己='おの, おぬ'","oneself, myself",Pronoun,,,
,,I,,,,
,,you,,,,
,,,,,,
7,"己='な', 汝='な'",I,Noun,Archaism,,
,,you,,,,
,,,,,,
8,"己='うぬ', 汝='うぬ'","blockhead!, you","Pronoun, No-adjective",Vulgar,,
,,,,,,
9,"自惚='うぬぼれ', 自惚れ='うぬぼれ', 己惚れ='うぬぼれ'","pretension, conceit, hubris","Noun, No-adjective",Usually written using kana alone,,
,,,,,,
10,"己等='おれら, おいら', 俺等='おれら, おいら', 俺ら='おれら, おいら'","we, us","Pronoun, No-adjective",,,
,,"I, me",,,,
徹頭徹尾,,,,,,
1,"徹頭徹尾='てっとうてつび', 撤頭徹尾='てっとうてつび'","thoroughly, through and through",Adverb,Yojijukugo (four character compound),,
爆弾,,,,,,
1,"爆弾='ばくだん', no kanji='バクダン'",bomb,Noun,,,
,,"alcohol with liquor added (esp. wine-based shochu highball, also beer with whiskey)",,,,
,,Bomb,,,,
,,,,,,
2,爆弾 (演劇)='no reading provided',The Bomb (play),Wikipedia definition,,,
,,,,,,
3,爆弾発言='ばくだんはつげん',bombshell announcement (statement),Noun,Yojijukugo (four character compound),,
,,,,,,
4,爆弾声明='ばくだんせいめい',bombshell announcement,Noun,,,
,,,,,,
5,爆弾低気圧='ばくだんていきあつ',"bomb cyclone, explosive low-pressure system",Noun,,,
,,,,,,
6,爆弾宣言='ばくだんせんげん',bombshell announcement (declaration),Noun,Yojijukugo (four character compound),,
,,,,,,
7,爆弾発表='ばくだんはっぴょう',bombshell announcement (statement),Noun,Yojijukugo (four character compound),,
,,,,,,
8,爆弾マーク='ばくだんマーク',bomb,Noun,Computer terminology,,
後退,,,,,,
1,後退='こうたい',"retreat, falling back, moving backwards, reversing, retrogression, retraction","Noun, Suru verb",,,
,,"recession, waning",,,,
,,backspace (key),,,,
,,,,,,
2,"後ずさり='あとずさり', 後じさり='あとじさり', 後退り='あとずさり, あとじさり'","stepping back, drawing back","Noun, Suru verb",,,
,,,,,,
3,"後じさる='あとじさる', 後ずさる='あとずさる', 後退る='あとずさる, あとじさる'","to retreat, to back off, to draw back, to step back, to shrink away",Godan verb with ru ending,,,
,,,,,,
4,後退回復='こうたいかいふく',backward (file) recovery,Noun,Computer terminology,,
,,,,,,
5,後退文字='こうたいもじ',"backspace character, BS",Noun,Computer terminology,,
,,,,,,
6,後退的論証='こうたいてきろんしょう',regressive probation,Noun,Obscure term,,
,,,,,,
7,後退ファイル回復='こうたいファイルかいふく',backward file recovery,Noun,Computer terminology,,
多重,,,,,,
1,多重='たじゅう',"multiple, multiplex","Noun, No-adjective, Na-adjective",,,
,,,,,,
2,多重債務者='たじゅうさいむしゃ',person with multiple debts,Noun,,,
,,,,,,
3,多重化='たじゅうか',multiplexing,"Noun, Suru verb",,,
,,Multiplexing,,,,
,,,,,,
4,多重国籍='たじゅうこくせき',multiple citizenship,Noun,,,
,,Multiple citizenship,,,,
,,,,,,
5,多重塔='たじゅうとう',"many-tiered tower, pagoda",Noun,,,
,,Tajuutou,,,,
,,,,,,
6,多重処理='たじゅうしょり',"multiplexing, multiprocessing",Noun,Computer terminology,,
,,,,,,
7,多重化装置='たじゅうかそうち',"multiplexer, multiplexing equipment",Noun,Computer terminology,,
,,,,,,
8,多重伝送装置='たじゅうでんそうそうち',"FDM, Frequency Division Multiplexer",Noun,Computer terminology,,
,,,,,,
9,多重名前空間='たじゅうなまえくうかん',multiple namespace,Noun,,,
,,,,,,
10,多重仮想記憶方式='たじゅうかそうきおくほうしき',multiple virtual storage,Noun,Computer terminology,,
読書,,,,,,
1,"読書='どくしょ, とくしょ'",reading,"Noun, Suru verb",,,
,,Reading (process),,,,
,,,,,,
2,読書家='どくしょか',"avid reader, bookworm",Noun,,,
,,,,,,
3,読書力='どくしょりょく',reading ability,Noun,,,
,,,,,,
4,読書会='どくしょかい',"reading circle, reading group",Noun,,,
,,,,,,
5,読書三余='どくしょさんよ',"winter, night, and rainy weather, the ideal conditions for reading",Noun,Yojijukugo (four character compound),,
,,,,,,
